last_day_of_the_week,average_precip,week,year,State,City
2020-06-21,0.0,25,2020,AZ,Phoenix
2009-01-04,0.3525,1,2009,WA,Seattle
2009-01-11,0.5442857142857144,2,2009,WA,Seattle
2009-01-18,0.011428571428571429,3,2009,WA,Seattle
2009-01-25,0.008571428571428572,4,2009,WA,Seattle
2009-02-01,0.015714285714285715,5,2009,WA,Seattle
2009-02-08,0.008571428571428572,6,2009,WA,Seattle
2009-02-15,0.047142857142857146,7,2009,WA,Seattle
2009-02-22,0.01,8,2009,WA,Seattle
2009-03-01,0.1842857142857143,9,2009,WA,Seattle
2009-03-08,0.11285714285714286,10,2009,WA,Seattle
2009-03-15,0.2214285714285714,11,2009,WA,Seattle
2009-03-22,0.10142857142857142,12,2009,WA,Seattle
2009-03-29,0.06999999999999999,13,2009,WA,Seattle
2009-04-05,0.20428571428571432,14,2009,WA,Seattle
2009-04-12,0.12142857142857143,15,2009,WA,Seattle
2009-04-19,0.08571428571428573,16,2009,WA,Seattle
2009-04-26,0.04285714285714286,17,2009,WA,Seattle
2009-05-03,0.0642857142857143,18,2009,WA,Seattle
2009-05-10,0.2657142857142857,19,2009,WA,Seattle
2009-05-17,0.10714285714285714,20,2009,WA,Seattle
2009-05-24,0.07285714285714286,21,2009,WA,Seattle
2009-05-31,0.0,22,2009,WA,Seattle
2009-06-07,0.0,23,2009,WA,Seattle
2009-06-14,0.0,24,2009,WA,Seattle
2009-06-21,0.021428571428571432,25,2009,WA,Seattle
2009-06-28,0.004285714285714286,26,2009,WA,Seattle
2009-07-05,0.0,27,2009,WA,Seattle
2009-07-12,0.005714285714285714,28,2009,WA,Seattle
2009-07-19,0.002857142857142857,29,2009,WA,Seattle
2009-07-26,0.0,30,2009,WA,Seattle
2009-08-02,0.0,31,2009,WA,Seattle
2009-08-09,0.0,32,2009,WA,Seattle
2009-08-16,0.11,33,2009,WA,Seattle
2009-08-23,0.0,34,2009,WA,Seattle
2009-08-30,0.058571428571428566,35,2009,WA,Seattle
2009-09-06,0.19,36,2009,WA,Seattle
2009-09-13,0.002857142857142857,37,2009,WA,Seattle
2009-09-20,0.04285714285714286,38,2009,WA,Seattle
2009-09-27,0.0,39,2009,WA,Seattle
2009-10-04,0.04,40,2009,WA,Seattle
2009-10-11,0.0,41,2009,WA,Seattle
2009-10-18,0.4014285714285714,42,2009,WA,Seattle
2009-10-25,0.09571428571428571,43,2009,WA,Seattle
2009-11-01,0.26285714285714284,44,2009,WA,Seattle
2009-11-08,0.3628571428571429,45,2009,WA,Seattle
2009-11-15,0.18285714285714283,46,2009,WA,Seattle
2009-11-22,0.45714285714285713,47,2009,WA,Seattle
2009-11-29,0.27,48,2009,WA,Seattle
2009-12-06,0.03428571428571429,49,2009,WA,Seattle
2009-12-13,0.0,50,2009,WA,Seattle
2009-12-20,0.27714285714285714,51,2009,WA,Seattle
2009-12-27,0.06285714285714286,52,2009,WA,Seattle
2010-01-03,0.11285714285714286,53,2009,WA,Seattle
2010-01-10,0.3071428571428572,1,2010,WA,Seattle
2010-01-17,0.40428571428571425,2,2010,WA,Seattle
2010-01-24,0.06571428571428571,3,2010,WA,Seattle
2010-01-31,0.045714285714285714,4,2010,WA,Seattle
2010-02-07,0.11714285714285715,5,2010,WA,Seattle
2010-02-14,0.1871428571428571,6,2010,WA,Seattle
2010-02-21,0.04,7,2010,WA,Seattle
2010-02-28,0.15142857142857144,8,2010,WA,Seattle
2010-03-07,0.025714285714285714,9,2010,WA,Seattle
2010-03-14,0.1757142857142857,10,2010,WA,Seattle
2010-03-21,0.012857142857142857,11,2010,WA,Seattle
2010-03-28,0.1457142857142857,12,2010,WA,Seattle
2010-04-04,0.30285714285714294,13,2010,WA,Seattle
2010-04-11,0.03428571428571429,14,2010,WA,Seattle
2010-04-18,0.06285714285714286,15,2010,WA,Seattle
2010-04-25,0.15857142857142859,16,2010,WA,Seattle
2010-05-02,0.13999999999999999,17,2010,WA,Seattle
2010-05-09,0.025714285714285714,18,2010,WA,Seattle
2010-05-16,0.02857142857142857,19,2010,WA,Seattle
2010-05-23,0.11,20,2010,WA,Seattle
2010-05-30,0.13428571428571429,21,2010,WA,Seattle
2010-06-06,0.19571428571428573,22,2010,WA,Seattle
2010-06-13,0.11285714285714285,23,2010,WA,Seattle
2010-06-20,0.09142857142857143,24,2010,WA,Seattle
2010-06-27,0.0,25,2010,WA,Seattle
2010-07-04,0.045714285714285714,26,2010,WA,Seattle
2010-07-11,0.0,27,2010,WA,Seattle
2010-07-18,0.0,28,2010,WA,Seattle
2010-07-25,0.0014285714285714286,29,2010,WA,Seattle
2010-08-01,0.0,30,2010,WA,Seattle
2010-08-08,0.03428571428571429,31,2010,WA,Seattle
2010-08-15,0.0,32,2010,WA,Seattle
2010-08-22,0.0014285714285714286,33,2010,WA,Seattle
2010-08-29,0.0,34,2010,WA,Seattle
2010-09-05,0.05714285714285715,35,2010,WA,Seattle
2010-09-12,0.10285714285714286,36,2010,WA,Seattle
2010-09-19,0.4814285714285714,37,2010,WA,Seattle
2010-09-26,0.09142857142857143,38,2010,WA,Seattle
2010-10-03,0.004285714285714286,39,2010,WA,Seattle
2010-10-10,0.29571428571428576,40,2010,WA,Seattle
2010-10-17,0.017142857142857144,41,2010,WA,Seattle
2010-10-24,0.16285714285714284,42,2010,WA,Seattle
2010-10-31,0.26571428571428574,43,2010,WA,Seattle
2010-11-07,0.3685714285714286,44,2010,WA,Seattle
2010-11-14,0.10571428571428572,45,2010,WA,Seattle
2010-11-21,0.08,46,2010,WA,Seattle
2010-11-28,0.07142857142857142,47,2010,WA,Seattle
2010-12-05,0.10571428571428572,48,2010,WA,Seattle
2010-12-12,0.7671428571428571,49,2010,WA,Seattle
2010-12-19,0.2328571428571429,50,2010,WA,Seattle
2010-12-26,0.1642857142857143,51,2010,WA,Seattle
2011-01-02,0.08142857142857142,52,2010,WA,Seattle
2011-01-09,0.10571428571428572,1,2011,WA,Seattle
2011-01-16,0.4171428571428572,2,2011,WA,Seattle
2011-01-23,0.10857142857142857,3,2011,WA,Seattle
2011-01-30,0.08714285714285715,4,2011,WA,Seattle
2011-02-06,0.055714285714285716,5,2011,WA,Seattle
2011-02-13,0.09428571428571428,6,2011,WA,Seattle
2011-02-20,0.11142857142857143,7,2011,WA,Seattle
2011-02-27,0.11,8,2011,WA,Seattle
2011-03-06,0.1557142857142857,9,2011,WA,Seattle
2011-03-13,0.41571428571428565,10,2011,WA,Seattle
2011-03-20,0.12285714285714287,11,2011,WA,Seattle
2011-03-27,0.14,12,2011,WA,Seattle
2011-04-03,0.33,13,2011,WA,Seattle
2011-04-10,0.11857142857142856,14,2011,WA,Seattle
2011-04-17,0.10142857142857144,15,2011,WA,Seattle
2011-04-24,0.025714285714285714,16,2011,WA,Seattle
2011-05-01,0.15142857142857144,17,2011,WA,Seattle
2011-05-08,0.05714285714285714,18,2011,WA,Seattle
2011-05-15,0.3142857142857142,19,2011,WA,Seattle
2011-05-22,0.005714285714285714,20,2011,WA,Seattle
2011-05-29,0.0642857142857143,21,2011,WA,Seattle
2011-06-05,0.05142857142857143,22,2011,WA,Seattle
2011-06-12,0.03142857142857143,23,2011,WA,Seattle
2011-06-19,0.08857142857142856,24,2011,WA,Seattle
2011-06-26,0.04857142857142858,25,2011,WA,Seattle
2011-07-03,0.0,26,2011,WA,Seattle
2011-07-10,0.005714285714285714,27,2011,WA,Seattle
2011-07-17,0.07714285714285715,28,2011,WA,Seattle
2011-07-24,0.0,29,2011,WA,Seattle
2011-07-31,0.018571428571428572,30,2011,WA,Seattle
2011-08-07,0.0,31,2011,WA,Seattle
2011-08-14,0.0,32,2011,WA,Seattle
2011-08-21,0.0,33,2011,WA,Seattle
2011-08-28,0.017142857142857144,34,2011,WA,Seattle
2011-09-04,0.0014285714285714286,35,2011,WA,Seattle
2011-09-11,0.0,36,2011,WA,Seattle
2011-09-18,0.060000000000000005,37,2011,WA,Seattle
2011-09-25,0.028571428571428574,38,2011,WA,Seattle
2011-10-02,0.13999999999999999,39,2011,WA,Seattle
2011-10-09,0.07428571428571429,40,2011,WA,Seattle
2011-10-16,0.1642857142857143,41,2011,WA,Seattle
2011-10-23,0.09142857142857143,42,2011,WA,Seattle
2011-10-30,0.09714285714285716,43,2011,WA,Seattle
2011-11-06,0.05714285714285714,44,2011,WA,Seattle
2011-11-13,0.07142857142857142,45,2011,WA,Seattle
2011-11-20,0.10714285714285712,46,2011,WA,Seattle
2011-11-27,0.4599999999999999,47,2011,WA,Seattle
2011-12-04,0.014285714285714285,48,2011,WA,Seattle
2011-12-11,0.002857142857142857,49,2011,WA,Seattle
2011-12-18,0.03142857142857143,50,2011,WA,Seattle
2011-12-25,0.0071428571428571435,51,2011,WA,Seattle
2012-01-01,0.2557142857142857,52,2011,WA,Seattle
2012-01-08,0.20142857142857146,1,2012,WA,Seattle
2012-01-15,0.07857142857142856,2,2012,WA,Seattle
2012-01-22,0.4742857142857143,3,2012,WA,Seattle
2012-01-29,0.27571428571428575,4,2012,WA,Seattle
2012-02-05,0.10571428571428572,5,2012,WA,Seattle
2012-02-12,0.05142857142857144,6,2012,WA,Seattle
2012-02-19,0.21571428571428575,7,2012,WA,Seattle
2012-02-26,0.14142857142857143,8,2012,WA,Seattle
2012-03-04,0.03571428571428571,9,2012,WA,Seattle
2012-03-11,0.19714285714285715,10,2012,WA,Seattle
2012-03-18,0.46,11,2012,WA,Seattle
2012-03-25,0.06142857142857144,12,2012,WA,Seattle
2012-04-01,0.2814285714285714,13,2012,WA,Seattle
2012-04-08,0.037142857142857144,14,2012,WA,Seattle
2012-04-15,0.015714285714285715,15,2012,WA,Seattle
2012-04-22,0.16142857142857142,16,2012,WA,Seattle
2012-04-29,0.1385714285714286,17,2012,WA,Seattle
2012-05-06,0.14714285714285716,18,2012,WA,Seattle
2012-05-13,0.0,19,2012,WA,Seattle
2012-05-20,0.03571428571428571,20,2012,WA,Seattle
2012-05-27,0.11142857142857143,21,2012,WA,Seattle
2012-06-03,0.060000000000000005,22,2012,WA,Seattle
2012-06-10,0.1985714285714286,23,2012,WA,Seattle
2012-06-17,0.004285714285714286,24,2012,WA,Seattle
2012-06-24,0.15714285714285717,25,2012,WA,Seattle
2012-07-01,0.019999999999999997,26,2012,WA,Seattle
2012-07-08,0.047142857142857146,27,2012,WA,Seattle
2012-07-15,0.011428571428571429,28,2012,WA,Seattle
2012-07-22,0.09714285714285716,29,2012,WA,Seattle
2012-07-29,0.0,30,2012,WA,Seattle
2012-08-05,0.0,31,2012,WA,Seattle
2012-08-12,0.0,32,2012,WA,Seattle
2012-08-19,0.0,33,2012,WA,Seattle
2012-08-26,0.0,34,2012,WA,Seattle
2012-09-02,0.0,35,2012,WA,Seattle
2012-09-09,0.0,36,2012,WA,Seattle
2012-09-16,0.002857142857142857,37,2012,WA,Seattle
2012-09-23,0.0014285714285714286,38,2012,WA,Seattle
2012-09-30,0.0,39,2012,WA,Seattle
2012-10-07,0.0,40,2012,WA,Seattle
2012-10-14,0.12428571428571429,41,2012,WA,Seattle
2012-10-21,0.21285714285714286,42,2012,WA,Seattle
2012-10-28,0.25857142857142856,43,2012,WA,Seattle
2012-11-04,0.4785714285714286,44,2012,WA,Seattle
2012-11-11,0.09142857142857143,45,2012,WA,Seattle
2012-11-18,0.15714285714285717,46,2012,WA,Seattle
2012-11-25,0.5657142857142857,47,2012,WA,Seattle
2012-12-02,0.35714285714285715,48,2012,WA,Seattle
2012-12-09,0.18285714285714288,49,2012,WA,Seattle
2012-12-16,0.2642857142857143,50,2012,WA,Seattle
2012-12-23,0.24714285714285714,51,2012,WA,Seattle
2012-12-30,0.13428571428571429,52,2012,WA,Seattle
2013-01-06,0.06714285714285714,1,2013,WA,Seattle
2013-01-13,0.33999999999999997,2,2013,WA,Seattle
2013-01-20,0.0,3,2013,WA,Seattle
2013-01-27,0.09999999999999999,4,2013,WA,Seattle
2013-02-03,0.12428571428571429,5,2013,WA,Seattle
2013-02-10,0.03285714285714286,6,2013,WA,Seattle
2013-02-17,0.025714285714285717,7,2013,WA,Seattle
2013-02-24,0.0642857142857143,8,2013,WA,Seattle
2013-03-03,0.10857142857142858,9,2013,WA,Seattle
2013-03-10,0.11285714285714286,10,2013,WA,Seattle
2013-03-17,0.07142857142857144,11,2013,WA,Seattle
2013-03-24,0.16714285714285718,12,2013,WA,Seattle
2013-03-31,0.012857142857142857,13,2013,WA,Seattle
2013-04-07,0.42857142857142855,14,2013,WA,Seattle
2013-04-14,0.2057142857142857,15,2013,WA,Seattle
2013-04-21,0.17428571428571424,16,2013,WA,Seattle
2013-04-28,0.005714285714285714,17,2013,WA,Seattle
2013-05-05,0.02428571428571429,18,2013,WA,Seattle
2013-05-12,0.03571428571428571,19,2013,WA,Seattle
2013-05-19,0.028571428571428574,20,2013,WA,Seattle
2013-05-26,0.18714285714285714,21,2013,WA,Seattle
2013-06-02,0.09571428571428572,22,2013,WA,Seattle
2013-06-09,0.0,23,2013,WA,Seattle
2013-06-16,0.0014285714285714286,24,2013,WA,Seattle
2013-06-23,0.06571428571428571,25,2013,WA,Seattle
2013-06-30,0.11000000000000001,26,2013,WA,Seattle
2013-07-07,0.0,27,2013,WA,Seattle
2013-07-14,0.0,28,2013,WA,Seattle
2013-07-21,0.0,29,2013,WA,Seattle
2013-07-28,0.0,30,2013,WA,Seattle
2013-08-04,0.011428571428571429,31,2013,WA,Seattle
2013-08-11,0.014285714285714285,32,2013,WA,Seattle
2013-08-18,0.014285714285714287,33,2013,WA,Seattle
2013-08-25,0.0014285714285714286,34,2013,WA,Seattle
2013-09-01,0.15285714285714286,35,2013,WA,Seattle
2013-09-08,0.29000000000000004,36,2013,WA,Seattle
2013-09-15,0.018571428571428572,37,2013,WA,Seattle
2013-09-22,0.09571428571428572,38,2013,WA,Seattle
2013-09-29,0.3614285714285714,39,2013,WA,Seattle
2013-10-06,0.21285714285714286,40,2013,WA,Seattle
2013-10-13,0.10285714285714287,41,2013,WA,Seattle
2013-10-20,0.0,42,2013,WA,Seattle
2013-10-27,0.011428571428571429,43,2013,WA,Seattle
2013-11-03,0.09142857142857144,44,2013,WA,Seattle
2013-11-10,0.22285714285714286,45,2013,WA,Seattle
2013-11-17,0.07714285714285715,46,2013,WA,Seattle
2013-11-24,0.15,47,2013,WA,Seattle
2013-12-01,0.032857142857142856,48,2013,WA,Seattle
2013-12-08,0.025714285714285714,49,2013,WA,Seattle
2013-12-15,0.04857142857142858,50,2013,WA,Seattle
2013-12-22,0.13714285714285715,51,2013,WA,Seattle
2013-12-29,0.009999999999999998,52,2013,WA,Seattle
2014-01-05,0.03142857142857143,1,2014,WA,Seattle
2014-01-12,0.3,2,2014,WA,Seattle
2014-01-19,0.0,3,2014,WA,Seattle
2014-01-26,0.002857142857142857,4,2014,WA,Seattle
2014-02-02,0.18142857142857147,5,2014,WA,Seattle
2014-02-09,0.03,6,2014,WA,Seattle
2014-02-16,0.4928571428571429,7,2014,WA,Seattle
2014-02-23,0.2528571428571429,8,2014,WA,Seattle
2014-03-02,0.18285714285714286,9,2014,WA,Seattle
2014-03-09,0.5842857142857143,10,2014,WA,Seattle
2014-03-16,0.3428571428571429,11,2014,WA,Seattle
2014-03-23,0.004285714285714286,12,2014,WA,Seattle
2014-03-30,0.24714285714285716,13,2014,WA,Seattle
2014-04-06,0.04,14,2014,WA,Seattle
2014-04-13,0.025714285714285714,15,2014,WA,Seattle
2014-04-20,0.24571428571428572,16,2014,WA,Seattle
2014-04-27,0.27999999999999997,17,2014,WA,Seattle
2014-05-04,0.27714285714285714,18,2014,WA,Seattle
2014-05-11,0.12,19,2014,WA,Seattle
2014-05-18,0.0,20,2014,WA,Seattle
2014-05-25,0.05285714285714286,21,2014,WA,Seattle
2014-06-01,0.0,22,2014,WA,Seattle
2014-06-08,0.0,23,2014,WA,Seattle
2014-06-15,0.04857142857142858,24,2014,WA,Seattle
2014-06-22,0.032857142857142856,25,2014,WA,Seattle
2014-06-29,0.022857142857142857,26,2014,WA,Seattle
2014-07-06,0.0,27,2014,WA,Seattle
2014-07-13,0.0,28,2014,WA,Seattle
2014-07-20,0.0,29,2014,WA,Seattle
2014-07-27,0.11,30,2014,WA,Seattle
2014-08-03,0.002857142857142857,31,2014,WA,Seattle
2014-08-10,0.0,32,2014,WA,Seattle
2014-08-17,0.20142857142857146,33,2014,WA,Seattle
2014-08-24,0.0,34,2014,WA,Seattle
2014-08-31,0.054285714285714284,35,2014,WA,Seattle
2014-09-07,0.017142857142857144,36,2014,WA,Seattle
2014-09-14,0.0,37,2014,WA,Seattle
2014-09-21,0.004285714285714286,38,2014,WA,Seattle
2014-09-28,0.27285714285714285,39,2014,WA,Seattle
2014-10-05,0.004285714285714286,40,2014,WA,Seattle
2014-10-12,0.04285714285714286,41,2014,WA,Seattle
2014-10-19,0.20714285714285713,42,2014,WA,Seattle
2014-10-26,0.37000000000000005,43,2014,WA,Seattle
2014-11-02,0.3271428571428571,44,2014,WA,Seattle
2014-11-09,0.16285714285714287,45,2014,WA,Seattle
2014-11-16,0.0,46,2014,WA,Seattle
2014-11-23,0.1757142857142857,47,2014,WA,Seattle
2014-11-30,0.3428571428571429,48,2014,WA,Seattle
2014-12-07,0.06428571428571428,49,2014,WA,Seattle
2014-12-14,0.21857142857142858,50,2014,WA,Seattle
2014-12-21,0.21,51,2014,WA,Seattle
2014-12-28,0.1871428571428571,52,2014,WA,Seattle
2015-01-04,0.06571428571428571,1,2015,WA,Seattle
2015-01-11,0.07857142857142858,2,2015,WA,Seattle
2015-01-18,0.3157142857142857,3,2015,WA,Seattle
2015-01-25,0.041428571428571426,4,2015,WA,Seattle
2015-02-01,0.012857142857142857,5,2015,WA,Seattle
2015-02-08,0.4928571428571429,6,2015,WA,Seattle
2015-02-15,0.04285714285714286,7,2015,WA,Seattle
2015-02-22,0.03,8,2015,WA,Seattle
2015-03-01,0.16,9,2015,WA,Seattle
2015-03-08,0.0,10,2015,WA,Seattle
2015-03-15,0.43,11,2015,WA,Seattle
2015-03-22,0.06,12,2015,WA,Seattle
2015-03-29,0.11571428571428573,13,2015,WA,Seattle
2015-04-05,0.05285714285714286,14,2015,WA,Seattle
2015-04-12,0.06999999999999999,15,2015,WA,Seattle
2015-04-19,0.09714285714285716,16,2015,WA,Seattle
2015-04-26,0.07428571428571429,17,2015,WA,Seattle
2015-05-03,0.011428571428571429,18,2015,WA,Seattle
2015-05-10,0.03428571428571429,19,2015,WA,Seattle
2015-05-17,0.05,20,2015,WA,Seattle
2015-05-24,0.0,21,2015,WA,Seattle
2015-05-31,0.0,22,2015,WA,Seattle
2015-06-07,0.02857142857142857,23,2015,WA,Seattle
2015-06-14,0.0,24,2015,WA,Seattle
2015-06-21,0.002857142857142857,25,2015,WA,Seattle
2015-06-28,0.0014285714285714286,26,2015,WA,Seattle
2015-07-05,0.0,27,2015,WA,Seattle
2015-07-12,0.0,28,2015,WA,Seattle
2015-07-19,0.0,29,2015,WA,Seattle
2015-07-26,0.012857142857142857,30,2015,WA,Seattle
2015-08-02,0.0,31,2015,WA,Seattle
2015-08-09,0.0,32,2015,WA,Seattle
2015-08-16,0.21428571428571427,33,2015,WA,Seattle
2015-08-23,0.011428571428571429,34,2015,WA,Seattle
2015-08-30,0.24285714285714288,35,2015,WA,Seattle
2015-09-06,0.06142857142857144,36,2015,WA,Seattle
2015-09-13,0.005714285714285714,37,2015,WA,Seattle
2015-09-20,0.038571428571428576,38,2015,WA,Seattle
2015-09-27,0.011428571428571429,39,2015,WA,Seattle
2015-10-04,0.0,40,2015,WA,Seattle
2015-10-11,0.21714285714285714,41,2015,WA,Seattle
2015-10-18,0.055714285714285716,42,2015,WA,Seattle
2015-10-25,0.05142857142857143,43,2015,WA,Seattle
2015-11-01,0.4714285714285715,44,2015,WA,Seattle
2015-11-08,0.12285714285714286,45,2015,WA,Seattle
2015-11-15,0.6442857142857144,46,2015,WA,Seattle
2015-11-22,0.19714285714285715,47,2015,WA,Seattle
2015-11-29,0.05714285714285715,48,2015,WA,Seattle
2015-12-06,0.31714285714285717,49,2015,WA,Seattle
2015-12-13,0.6642857142857144,50,2015,WA,Seattle
2015-12-20,0.2571428571428572,51,2015,WA,Seattle
2015-12-27,0.31,52,2015,WA,Seattle
2016-01-03,0.011428571428571429,53,2015,WA,Seattle
2016-01-10,0.037142857142857144,1,2016,WA,Seattle
2016-01-17,0.3157142857142858,2,2016,WA,Seattle
2016-01-24,0.42857142857142855,3,2016,WA,Seattle
2016-01-31,0.2814285714285714,4,2016,WA,Seattle
2016-02-07,0.13285714285714287,5,2016,WA,Seattle
2016-02-14,0.21857142857142858,6,2016,WA,Seattle
2016-02-21,0.21428571428571425,7,2016,WA,Seattle
2016-02-28,0.18714285714285714,8,2016,WA,Seattle
2016-03-06,0.22428571428571423,9,2016,WA,Seattle
2016-03-13,0.3528571428571428,10,2016,WA,Seattle
2016-03-20,0.06285714285714286,11,2016,WA,Seattle
2016-03-27,0.11571428571428573,12,2016,WA,Seattle
2016-04-03,0.014285714285714287,13,2016,WA,Seattle
2016-04-10,0.012857142857142857,14,2016,WA,Seattle
2016-04-17,0.08142857142857143,15,2016,WA,Seattle
2016-04-24,0.04428571428571428,16,2016,WA,Seattle
2016-05-01,0.017142857142857144,17,2016,WA,Seattle
2016-05-08,0.004285714285714286,18,2016,WA,Seattle
2016-05-15,0.005714285714285714,19,2016,WA,Seattle
2016-05-22,0.10571428571428572,20,2016,WA,Seattle
2016-05-29,0.014285714285714287,21,2016,WA,Seattle
2016-06-05,0.0071428571428571435,22,2016,WA,Seattle
2016-06-12,0.045714285714285714,23,2016,WA,Seattle
2016-06-19,0.022857142857142857,24,2016,WA,Seattle
2016-06-26,0.11857142857142858,25,2016,WA,Seattle
2016-07-03,0.0,26,2016,WA,Seattle
2016-07-10,0.05142857142857143,27,2016,WA,Seattle
2016-07-17,0.0,28,2016,WA,Seattle
2016-07-24,0.04857142857142858,29,2016,WA,Seattle
2016-07-31,0.0,30,2016,WA,Seattle
2016-08-07,0.022857142857142857,31,2016,WA,Seattle
2016-08-14,0.0,32,2016,WA,Seattle
2016-08-21,0.0,33,2016,WA,Seattle
2016-08-28,0.0,34,2016,WA,Seattle
2016-09-04,0.032857142857142856,35,2016,WA,Seattle
2016-09-11,0.07142857142857142,36,2016,WA,Seattle
2016-09-18,0.03142857142857143,37,2016,WA,Seattle
2016-09-25,0.012857142857142857,38,2016,WA,Seattle
2016-10-02,0.01,39,2016,WA,Seattle
2016-10-09,0.18,40,2016,WA,Seattle
2016-10-16,0.6014285714285714,41,2016,WA,Seattle
2016-10-23,0.2657142857142857,42,2016,WA,Seattle
2016-10-30,0.26,43,2016,WA,Seattle
2016-11-06,0.3957142857142858,44,2016,WA,Seattle
2016-11-13,0.08857142857142856,45,2016,WA,Seattle
2016-11-20,0.22428571428571428,46,2016,WA,Seattle
2016-11-27,0.2814285714285715,47,2016,WA,Seattle
2016-12-04,0.11000000000000001,48,2016,WA,Seattle
2016-12-11,0.1285714285714286,49,2016,WA,Seattle
2016-12-18,0.012857142857142857,50,2016,WA,Seattle
2016-12-25,0.2571428571428572,51,2016,WA,Seattle
2017-01-01,0.12428571428571426,52,2016,WA,Seattle
2017-01-08,0.0642857142857143,1,2017,WA,Seattle
2017-01-15,0.014285714285714287,2,2017,WA,Seattle
2017-01-22,0.45285714285714285,3,2017,WA,Seattle
2017-01-29,0.004285714285714286,4,2017,WA,Seattle
2017-02-05,0.35571428571428576,5,2017,WA,Seattle
2017-02-12,0.4271428571428571,6,2017,WA,Seattle
2017-02-19,0.3685714285714285,7,2017,WA,Seattle
2017-02-26,0.07285714285714286,8,2017,WA,Seattle
2017-03-05,0.09428571428571429,9,2017,WA,Seattle
2017-03-12,0.2857142857142857,10,2017,WA,Seattle
2017-03-19,0.41000000000000003,11,2017,WA,Seattle
2017-03-26,0.15857142857142856,12,2017,WA,Seattle
2017-04-02,0.1285714285714286,13,2017,WA,Seattle
2017-04-09,0.1357142857142857,14,2017,WA,Seattle
2017-04-16,0.18714285714285714,15,2017,WA,Seattle
2017-04-23,0.21000000000000002,16,2017,WA,Seattle
2017-04-30,0.052857142857142866,17,2017,WA,Seattle
2017-05-07,0.13857142857142857,18,2017,WA,Seattle
2017-05-14,0.1,19,2017,WA,Seattle
2017-05-21,0.06857142857142857,20,2017,WA,Seattle
2017-05-28,0.0,21,2017,WA,Seattle
2017-06-04,0.02,22,2017,WA,Seattle
2017-06-11,0.055714285714285716,23,2017,WA,Seattle
2017-06-18,0.15857142857142859,24,2017,WA,Seattle
2017-06-25,0.0,25,2017,WA,Seattle
2017-07-02,0.0,26,2017,WA,Seattle
2017-07-09,0.0,27,2017,WA,Seattle
2017-07-16,0.0,28,2017,WA,Seattle
2017-07-23,0.0,29,2017,WA,Seattle
2017-07-30,0.0,30,2017,WA,Seattle
2017-08-06,0.0,31,2017,WA,Seattle
2017-08-13,0.002857142857142857,32,2017,WA,Seattle
2017-08-20,0.0,33,2017,WA,Seattle
2017-08-27,0.0,34,2017,WA,Seattle
2017-09-03,0.0,35,2017,WA,Seattle
2017-09-10,0.0,36,2017,WA,Seattle
2017-09-17,0.02142857142857143,37,2017,WA,Seattle
2017-09-24,0.05,38,2017,WA,Seattle
2017-10-01,0.012857142857142857,39,2017,WA,Seattle
2017-10-08,0.004285714285714286,40,2017,WA,Seattle
2017-10-15,0.07857142857142858,41,2017,WA,Seattle
2017-10-22,0.6014285714285714,42,2017,WA,Seattle
2017-10-29,0.0014285714285714286,43,2017,WA,Seattle
2017-11-05,0.21857142857142858,44,2017,WA,Seattle
2017-11-12,0.16428571428571428,45,2017,WA,Seattle
2017-11-19,0.2942857142857143,46,2017,WA,Seattle
2017-11-26,0.42,47,2017,WA,Seattle
2017-12-03,0.2942857142857143,48,2017,WA,Seattle
2017-12-10,0.0,49,2017,WA,Seattle
2017-12-17,0.03142857142857143,50,2017,WA,Seattle
2017-12-24,0.2914285714285714,51,2017,WA,Seattle
2017-12-31,0.2914285714285714,52,2017,WA,Seattle
2018-01-07,0.16285714285714287,1,2018,WA,Seattle
2018-01-14,0.22428571428571434,2,2018,WA,Seattle
2018-01-21,0.18571428571428575,3,2018,WA,Seattle
2018-01-28,0.40714285714285714,4,2018,WA,Seattle
2018-02-04,0.2700000000000001,5,2018,WA,Seattle
2018-02-11,0.018571428571428572,6,2018,WA,Seattle
2018-02-18,0.10285714285714286,7,2018,WA,Seattle
2018-02-25,0.04428571428571428,8,2018,WA,Seattle
2018-03-04,0.06714285714285714,9,2018,WA,Seattle
2018-03-11,0.05571428571428571,10,2018,WA,Seattle
2018-03-18,0.042857142857142864,11,2018,WA,Seattle
2018-03-25,0.1685714285714286,12,2018,WA,Seattle
2018-04-01,0.032857142857142856,13,2018,WA,Seattle
2018-04-08,0.25142857142857145,14,2018,WA,Seattle
2018-04-15,0.42,15,2018,WA,Seattle
2018-04-22,0.09571428571428572,16,2018,WA,Seattle
2018-04-29,0.045714285714285714,17,2018,WA,Seattle
2018-05-06,0.0014285714285714286,18,2018,WA,Seattle
2018-05-13,0.01,19,2018,WA,Seattle
2018-05-20,0.002857142857142857,20,2018,WA,Seattle
2018-05-27,0.0,21,2018,WA,Seattle
2018-06-03,0.0014285714285714286,22,2018,WA,Seattle
2018-06-10,0.05714285714285714,23,2018,WA,Seattle
2018-06-17,0.002857142857142857,24,2018,WA,Seattle
2018-06-24,0.01,25,2018,WA,Seattle
2018-07-01,0.02428571428571429,26,2018,WA,Seattle
2018-07-08,0.0014285714285714286,27,2018,WA,Seattle
2018-07-15,0.0,28,2018,WA,Seattle
2018-07-22,0.0,29,2018,WA,Seattle
2018-07-29,0.0,30,2018,WA,Seattle
2018-08-05,0.004285714285714286,31,2018,WA,Seattle
