State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
Georgia,2019,28,679,2019-07-14,83.35714285714286,Atlanta
Illinois,2019,28,195,2019-07-14,77.21428571428571,Chicago
New York,2019,28,374,2019-07-14,78.57142857142857,New York
Pennsylvania,2019,28,233,2019-07-14,79.35714285714286,Philadelphia
Texas,2019,28,254,2019-07-14,84.57142857142857,Dallas
Texas,2019,28,254,2019-07-14,86.57142857142857,Houston
Washington,2019,28,13,2019-07-14,68.07142857142857,Seattle
Arizona,2019,29,83,2019-07-21,98.35714285714286,Phoenix
California,2019,29,344,2019-07-21,73.5,Los Angeles
California,2019,29,344,2019-07-21,67.21428571428571,San Francisco
Colorado,2019,29,399,2019-07-21,67.35714285714286,Denver
Georgia,2019,29,632,2019-07-21,82.92857142857143,Atlanta
Illinois,2019,29,197,2019-07-21,80.78571428571429,Chicago
New York,2019,29,297,2019-07-21,81.64285714285714,New York
Pennsylvania,2019,29,215,2019-07-21,84.35714285714286,Philadelphia
Texas,2019,29,281,2019-07-21,86.85714285714286,Dallas
Texas,2019,29,281,2019-07-21,86.14285714285714,Houston
Washington,2019,29,10,2019-07-21,67.35714285714286,Seattle
Arizona,2019,30,34,2019-07-28,97.28571428571428,Phoenix
California,2019,30,345,2019-07-28,79.5,Los Angeles
California,2019,30,345,2019-07-28,66.07142857142857,San Francisco
Colorado,2019,30,338,2019-07-28,69.85714285714286,Denver
Georgia,2019,30,726,2019-07-28,78.85714285714286,Atlanta
Illinois,2019,30,193,2019-07-28,74.57142857142857,Chicago
New York,2019,30,298,2019-07-28,76.14285714285714,New York
Pennsylvania,2019,30,239,2019-07-28,77.71428571428571,Philadelphia
Texas,2019,30,317,2019-07-28,81.64285714285714,Dallas
Texas,2019,30,317,2019-07-28,82.35714285714286,Houston
Washington,2019,30,13,2019-07-28,69.85714285714286,Seattle
Arizona,2019,31,41,2019-08-04,95.71428571428572,Phoenix
California,2019,31,315,2019-08-04,75.28571428571429,Los Angeles
California,2019,31,315,2019-08-04,65.07142857142857,San Francisco
Colorado,2019,31,374,2019-08-04,70.78571428571429,Denver
Georgia,2019,31,705,2019-08-04,81.07142857142857,Atlanta
Illinois,2019,31,187,2019-08-04,73.0,Chicago
New York,2019,31,296,2019-08-04,79.14285714285714,New York
Pennsylvania,2019,31,220,2019-08-04,82.42857142857143,Philadelphia
Texas,2019,31,281,2019-08-04,86.07142857142857,Dallas
Texas,2019,31,281,2019-08-04,85.71428571428571,Houston
Washington,2019,31,7,2019-08-04,70.78571428571429,Seattle
Arizona,2019,32,211,2019-08-11,96.5,Phoenix
California,2019,32,370,2019-08-11,74.21428571428571,Los Angeles
California,2019,32,370,2019-08-11,67.42857142857143,San Francisco
Colorado,2019,32,361,2019-08-11,68.64285714285714,Denver
Georgia,2019,32,782,2019-08-11,84.5,Atlanta
Illinois,2019,32,191,2019-08-11,76.21428571428571,Chicago
New York,2019,32,317,2019-08-11,75.78571428571429,New York
Pennsylvania,2019,32,206,2019-08-11,78.28571428571429,Philadelphia
Texas,2019,32,253,2019-08-11,89.42857142857143,Dallas
Texas,2019,32,253,2019-08-11,89.2142857142857,Houston
Washington,2019,32,9,2019-08-11,68.64285714285714,Seattle
Arizona,2019,33,266,2019-08-18,97.35714285714286,Phoenix
California,2019,33,311,2019-08-18,73.07142857142857,Los Angeles
California,2019,33,311,2019-08-18,71.85714285714286,San Francisco
Colorado,2019,33,457,2019-08-18,69.07142857142857,Denver
Georgia,2019,33,1210,2019-08-18,85.57142857142857,Atlanta
Illinois,2019,33,161,2019-08-18,74.35714285714286,Chicago
New York,2019,33,279,2019-08-18,75.92857142857143,New York
Pennsylvania,2019,33,215,2019-08-18,79.28571428571429,Philadelphia
Texas,2019,33,198,2019-08-18,88.85714285714286,Dallas
Texas,2019,33,198,2019-08-18,89.64285714285714,Houston
Washington,2019,33,3,2019-08-18,69.07142857142857,Seattle
Arizona,2019,34,218,2019-08-25,96.14285714285714,Phoenix
California,2019,34,310,2019-08-25,75.92857142857143,Los Angeles
California,2019,34,310,2019-08-25,67.35714285714286,San Francisco
Colorado,2019,34,550,2019-08-25,66.21428571428571,Denver
Georgia,2019,34,1454,2019-08-25,81.71428571428571,Atlanta
Illinois,2019,34,150,2019-08-25,70.78571428571429,Chicago
New York,2019,34,278,2019-08-25,75.85714285714286,New York
Pennsylvania,2019,34,230,2019-08-25,78.0,Philadelphia
Texas,2019,34,298,2019-08-25,88.14285714285714,Dallas
Texas,2019,34,298,2019-08-25,86.57142857142857,Houston
Washington,2019,34,17,2019-08-25,66.21428571428571,Seattle
Arizona,2019,35,273,2019-09-01,96.64285714285714,Phoenix
California,2019,35,413,2019-09-01,78.78571428571429,Los Angeles
California,2019,35,413,2019-09-01,68.71428571428571,San Francisco
Colorado,2019,35,793,2019-09-01,70.92857142857143,Denver
Georgia,2019,35,1475,2019-09-01,78.78571428571429,Atlanta
Illinois,2019,35,192,2019-09-01,68.85714285714286,Chicago
New York,2019,35,282,2019-09-01,71.28571428571429,New York
Pennsylvania,2019,35,238,2019-09-01,73.64285714285714,Philadelphia
Texas,2019,35,450,2019-09-01,83.57142857142857,Dallas
Texas,2019,35,450,2019-09-01,86.2142857142857,Houston
Washington,2019,35,4,2019-09-01,70.92857142857143,Seattle
Arizona,2019,36,294,2019-09-08,97.85714285714286,Phoenix
California,2019,36,385,2019-09-08,81.0,Los Angeles
California,2019,36,385,2019-09-08,66.0,San Francisco
Colorado,2019,36,773,2019-09-08,67.85714285714286,Denver
Georgia,2019,36,1624,2019-09-08,84.0,Atlanta
Illinois,2019,36,243,2019-09-08,67.35714285714286,Chicago
New York,2019,36,302,2019-09-08,69.85714285714286,New York
Pennsylvania,2019,36,437,2019-09-08,72.92857142857143,Philadelphia
Texas,2019,36,451,2019-09-08,86.7857142857143,Dallas
Texas,2019,36,451,2019-09-08,86.64285714285714,Houston
Washington,2019,36,8,2019-09-08,67.85714285714286,Seattle
Arizona,2019,37,253,2019-09-15,91.28571428571428,Phoenix
California,2019,37,480,2019-09-15,76.64285714285714,Los Angeles
California,2019,37,480,2019-09-15,69.64285714285714,San Francisco
Colorado,2019,37,917,2019-09-15,64.0,Denver
Georgia,2019,37,1556,2019-09-15,84.85714285714286,Atlanta
Illinois,2019,37,360,2019-09-15,72.35714285714286,Chicago
New York,2019,37,415,2019-09-15,71.14285714285714,New York
Pennsylvania,2019,37,414,2019-09-15,74.28571428571429,Philadelphia
Texas,2019,37,549,2019-09-15,85.57142857142857,Dallas
Texas,2019,37,549,2019-09-15,85.42857142857143,Houston
Washington,2019,37,13,2019-09-15,64.0,Seattle
Arizona,2019,38,300,2019-09-22,87.14285714285714,Phoenix
California,2019,38,480,2019-09-22,75.71428571428571,Los Angeles
California,2019,38,480,2019-09-22,68.57142857142857,San Francisco
Colorado,2019,38,918,2019-09-22,61.28571428571429,Denver
Georgia,2019,38,1559,2019-09-22,78.64285714285714,Atlanta
Illinois,2019,38,331,2019-09-22,72.5,Chicago
New York,2019,38,502,2019-09-22,66.78571428571429,New York
Pennsylvania,2019,38,422,2019-09-22,69.92857142857143,Philadelphia
Texas,2019,38,390,2019-09-22,84.0,Dallas
Texas,2019,38,390,2019-09-22,80.85714285714286,Houston
Washington,2019,38,0,2019-09-22,61.28571428571429,Seattle
Arizona,2019,39,207,2019-09-29,80.42857142857143,Phoenix
California,2019,39,485,2019-09-29,73.07142857142857,Los Angeles
California,2019,39,485,2019-09-29,69.35714285714286,San Francisco
Colorado,2019,39,879,2019-09-29,58.35714285714285,Denver
Georgia,2019,39,1778,2019-09-29,82.0,Atlanta
Illinois,2019,39,334,2019-09-29,65.07142857142857,Chicago
New York,2019,39,561,2019-09-29,70.0,New York
Pennsylvania,2019,39,493,2019-09-29,73.14285714285714,Philadelphia
Texas,2019,39,530,2019-09-29,86.14285714285714,Dallas
Texas,2019,39,530,2019-09-29,81.78571428571429,Houston
Washington,2019,39,21,2019-09-29,58.35714285714285,Seattle
Arizona,2019,40,129,2019-10-06,80.85714285714286,Phoenix
California,2019,40,769,2019-10-06,69.64285714285714,Los Angeles
California,2019,40,769,2019-10-06,63.0,San Francisco
Colorado,2019,40,870,2019-10-06,54.28571428571429,Denver
Georgia,2019,40,1954,2019-10-06,81.78571428571429,Atlanta
Illinois,2019,40,1157,2019-10-06,62.35714285714285,Chicago
New York,2019,40,518,2019-10-06,64.14285714285714,New York
Pennsylvania,2019,40,487,2019-10-06,67.64285714285714,Philadelphia
Texas,2019,40,637,2019-10-06,83.42857142857143,Dallas
Texas,2019,40,637,2019-10-06,82.85714285714286,Houston
Washington,2019,40,206,2019-10-06,54.28571428571429,Seattle
Arizona,2019,41,144,2019-10-13,79.14285714285714,Phoenix
California,2019,41,828,2019-10-13,71.42857142857143,Los Angeles
California,2019,41,828,2019-10-13,65.14285714285714,San Francisco
Colorado,2019,41,957,2019-10-13,50.214285714285715,Denver
Georgia,2019,41,1900,2019-10-13,70.85714285714286,Atlanta
Illinois,2019,41,1159,2019-10-13,54.35714285714285,Chicago
New York,2019,41,587,2019-10-13,61.14285714285714,New York
Pennsylvania,2019,41,521,2019-10-13,61.92857142857143,Philadelphia
Texas,2019,41,759,2019-10-13,65.71428571428571,Dallas
Texas,2019,41,759,2019-10-13,72.42857142857143,Houston
Washington,2019,41,258,2019-10-13,50.214285714285715,Seattle
Arizona,2019,42,147,2019-10-20,77.92857142857143,Phoenix
California,2019,42,898,2019-10-20,72.14285714285714,Los Angeles
California,2019,42,898,2019-10-20,60.57142857142857,San Francisco
Colorado,2019,42,979,2019-10-20,51.85714285714285,Denver
Georgia,2019,42,1946,2019-10-20,61.714285714285715,Atlanta
Illinois,2019,42,1350,2019-10-20,50.07142857142857,Chicago
New York,2019,42,622,2019-10-20,55.28571428571429,New York
Pennsylvania,2019,42,594,2019-10-20,56.714285714285715,Philadelphia
Texas,2019,42,768,2019-10-20,67.57142857142857,Dallas
Texas,2019,42,768,2019-10-20,74.07142857142857,Houston
Washington,2019,42,286,2019-10-20,51.85714285714285,Seattle
Arizona,2019,43,175,2019-10-27,73.5,Phoenix
California,2019,43,988,2019-10-27,77.42857142857143,Los Angeles
California,2019,43,988,2019-10-27,68.92857142857143,San Francisco
Colorado,2019,43,1007,2019-10-27,51.57142857142857,Denver
Georgia,2019,43,2333,2019-10-27,64.35714285714286,Atlanta
Illinois,2019,43,1667,2019-10-27,47.85714285714285,Chicago
New York,2019,43,626,2019-10-27,58.14285714285714,New York
Pennsylvania,2019,43,747,2019-10-27,59.5,Philadelphia
Texas,2019,43,987,2019-10-27,59.57142857142857,Dallas
Texas,2019,43,987,2019-10-27,65.42857142857143,Houston
Washington,2019,43,222,2019-10-27,51.57142857142857,Seattle
Arizona,2019,44,182,2019-11-03,65.0,Phoenix
California,2019,44,1016,2019-11-03,67.14285714285714,Los Angeles
California,2019,44,1016,2019-11-03,60.64285714285714,San Francisco
Colorado,2019,44,919,2019-11-03,45.28571428571429,Denver
Georgia,2019,44,2516,2019-11-03,56.92857142857143,Atlanta
Illinois,2019,44,1537,2019-11-03,37.42857142857143,Chicago
New York,2019,44,712,2019-11-03,55.714285714285715,New York
Pennsylvania,2019,44,638,2019-11-03,54.78571428571429,Philadelphia
Texas,2019,44,1124,2019-11-03,47.57142857142857,Dallas
Texas,2019,44,1124,2019-11-03,58.0,Houston
Washington,2019,44,263,2019-11-03,45.28571428571429,Seattle
Arizona,2019,45,376,2019-11-10,73.85714285714286,Phoenix
California,2019,45,1253,2019-11-10,68.21428571428571,Los Angeles
California,2019,45,1253,2019-11-10,56.5,San Francisco
Colorado,2019,45,982,2019-11-10,49.35714285714285,Denver
Georgia,2019,45,3105,2019-11-10,54.5,Atlanta
Illinois,2019,45,1590,2019-11-10,35.07142857142857,Chicago
New York,2019,45,734,2019-11-10,44.714285714285715,New York
Pennsylvania,2019,45,736,2019-11-10,45.07142857142857,Philadelphia
Texas,2019,45,1501,2019-11-10,58.78571428571429,Dallas
Texas,2019,45,1501,2019-11-10,62.0,Houston
Washington,2019,45,245,2019-11-10,49.35714285714285,Seattle
Arizona,2019,46,405,2019-11-17,70.64285714285714,Phoenix
California,2019,46,1480,2019-11-17,67.28571428571429,Los Angeles
California,2019,46,1480,2019-11-17,59.07142857142857,San Francisco
Colorado,2019,46,1112,2019-11-17,51.214285714285715,Denver
Georgia,2019,46,3500,2019-11-17,46.92857142857143,Atlanta
Illinois,2019,46,1662,2019-11-17,25.5,Chicago
New York,2019,46,763,2019-11-17,38.714285714285715,New York
Pennsylvania,2019,46,734,2019-11-17,39.57142857142857,Philadelphia
Texas,2019,46,1456,2019-11-17,44.42857142857143,Dallas
Texas,2019,46,1456,2019-11-17,48.42857142857143,Houston
Washington,2019,46,310,2019-11-17,51.214285714285715,Seattle
Arizona,2019,47,388,2019-11-24,62.57142857142857,Phoenix
California,2019,47,1531,2019-11-24,65.78571428571429,Los Angeles
California,2019,47,1531,2019-11-24,57.78571428571429,San Francisco
Colorado,2019,47,1216,2019-11-24,44.92857142857143,Denver
Georgia,2019,47,3623,2019-11-24,54.14285714285714,Atlanta
Illinois,2019,47,1794,2019-11-24,38.42857142857143,Chicago
New York,2019,47,826,2019-11-24,43.42857142857143,New York
Pennsylvania,2019,47,903,2019-11-24,43.42857142857143,Philadelphia
Texas,2019,47,2114,2019-11-24,56.42857142857143,Dallas
Texas,2019,47,2114,2019-11-24,63.42857142857143,Houston
Washington,2019,47,602,2019-11-24,44.92857142857143,Seattle
Arizona,2019,48,276,2019-12-01,55.92857142857143,Phoenix
California,2019,48,1202,2019-12-01,55.714285714285715,Los Angeles
California,2019,48,1202,2019-12-01,50.14285714285714,San Francisco
Colorado,2019,48,1132,2019-12-01,39.857142857142854,Denver
Georgia,2019,48,4304,2019-12-01,57.214285714285715,Atlanta
Illinois,2019,48,1990,2019-12-01,39.214285714285715,Chicago
New York,2019,48,998,2019-12-01,42.214285714285715,New York
Pennsylvania,2019,48,795,2019-12-01,42.785714285714285,Philadelphia
Texas,2019,48,1783,2019-12-01,55.214285714285715,Dallas
Texas,2019,48,1783,2019-12-01,68.85714285714286,Houston
Washington,2019,48,427,2019-12-01,39.857142857142854,Seattle
Arizona,2019,49,425,2019-12-08,60.92857142857143,Phoenix
California,2019,49,1696,2019-12-08,61.85714285714285,Los Angeles
California,2019,49,1696,2019-12-08,56.78571428571429,San Francisco
Colorado,2019,49,1465,2019-12-08,47.92857142857143,Denver
Georgia,2019,49,4204,2019-12-08,49.64285714285714,Atlanta
Illinois,2019,49,2291,2019-12-08,35.07142857142857,Chicago
New York,2019,49,1025,2019-12-08,36.642857142857146,New York
Pennsylvania,2019,49,913,2019-12-08,37.92857142857143,Philadelphia
Texas,2019,49,1894,2019-12-08,54.5,Dallas
Texas,2019,49,1894,2019-12-08,60.0,Houston
Washington,2019,49,980,2019-12-08,47.92857142857143,Seattle
Arizona,2019,50,417,2019-12-15,58.57142857142857,Phoenix
California,2019,50,1678,2019-12-15,61.07142857142857,Los Angeles
California,2019,50,1678,2019-12-15,55.28571428571429,San Francisco
Colorado,2019,50,1635,2019-12-15,44.214285714285715,Denver
Georgia,2019,50,5492,2019-12-15,47.92857142857143,Atlanta
Illinois,2019,50,2603,2019-12-15,28.07142857142857,Chicago
New York,2019,50,1328,2019-12-15,42.642857142857146,New York
Pennsylvania,2019,50,1067,2019-12-15,42.642857142857146,Philadelphia
Texas,2019,50,2124,2019-12-15,49.0,Dallas
Texas,2019,50,2124,2019-12-15,61.42857142857143,Houston
Washington,2019,50,1328,2019-12-15,44.214285714285715,Seattle
Arizona,2019,51,434,2019-12-22,55.42857142857143,Phoenix
California,2019,51,1854,2019-12-22,59.57142857142857,Los Angeles
California,2019,51,1854,2019-12-22,52.0,San Francisco
Colorado,2019,51,1943,2019-12-22,44.92857142857143,Denver
Georgia,2019,51,8233,2019-12-22,47.14285714285714,Atlanta
Illinois,2019,51,3157,2019-12-22,29.785714285714285,Chicago
New York,2019,51,1898,2019-12-22,30.785714285714285,New York
Pennsylvania,2019,51,1282,2019-12-22,31.5,Philadelphia
Texas,2019,51,2605,2019-12-22,43.214285714285715,Dallas
Texas,2019,51,2605,2019-12-22,50.214285714285715,Houston
Washington,2019,51,1516,2019-12-22,44.92857142857143,Seattle
Arizona,2019,52,463,2019-12-29,51.28571428571429,Phoenix
California,2019,52,2040,2019-12-29,54.714285714285715,Los Angeles
California,2019,52,2040,2019-12-29,50.07142857142857,San Francisco
Colorado,2019,52,2569,2019-12-29,40.142857142857146,Denver
Georgia,2019,52,10480,2019-12-29,58.714285714285715,Atlanta
Illinois,2019,52,4746,2019-12-29,43.28571428571429,Chicago
New York,2019,52,2939,2019-12-29,41.785714285714285,New York
Pennsylvania,2019,52,1763,2019-12-29,41.57142857142857,Philadelphia
Texas,2019,52,2343,2019-12-29,55.0,Dallas
Texas,2019,52,2343,2019-12-29,61.0,Houston
Washington,2019,52,1907,2019-12-29,40.142857142857146,Seattle
Arizona,2020,1,483,2020-01-05,52.14285714285714,Phoenix
California,2020,1,2217,2020-01-05,60.64285714285714,Los Angeles
California,2020,1,2217,2020-01-05,52.35714285714285,San Francisco
Colorado,2020,1,2178,2020-01-05,47.42857142857143,Denver
Georgia,2020,1,8109,2020-01-05,49.57142857142857,Atlanta
Illinois,2020,1,4383,2020-01-05,33.785714285714285,Chicago
New York,2020,1,2986,2020-01-05,41.92857142857143,New York
Pennsylvania,2020,1,2144,2020-01-05,41.642857142857146,Philadelphia
Texas,2020,1,2933,2020-01-05,48.714285714285715,Dallas
Texas,2020,1,2933,2020-01-05,55.28571428571429,Houston
Washington,2020,1,1449,2020-01-05,47.42857142857143,Seattle
Arizona,2020,2,481,2020-01-12,54.57142857142857,Phoenix
California,2020,2,2599,2020-01-12,59.64285714285714,Los Angeles
California,2020,2,2599,2020-01-12,50.5,San Francisco
Colorado,2020,2,2472,2020-01-12,41.714285714285715,Denver
Georgia,2020,2,5862,2020-01-12,54.5,Atlanta
Illinois,2020,2,3709,2020-01-12,32.5,Chicago
New York,2020,2,1916,2020-01-12,41.642857142857146,New York
Pennsylvania,2020,2,1702,2020-01-12,42.714285714285715,Philadelphia
Texas,2020,2,3008,2020-01-12,50.07142857142857,Dallas
Texas,2020,2,3008,2020-01-12,58.0,Houston
Washington,2020,2,1075,2020-01-12,41.714285714285715,Seattle
Arizona,2020,3,639,2020-01-19,56.92857142857143,Phoenix
California,2020,3,2737,2020-01-19,58.64285714285714,Los Angeles
California,2020,3,2737,2020-01-19,48.85714285714285,San Francisco
Colorado,2020,3,2403,2020-01-19,39.357142857142854,Denver
Georgia,2020,3,5358,2020-01-19,55.64285714285714,Atlanta
Illinois,2020,3,3843,2020-01-19,23.57142857142857,Chicago
New York,2020,3,2824,2020-01-19,38.0,New York
Pennsylvania,2020,3,1852,2020-01-19,38.214285714285715,Philadelphia
Texas,2020,3,3100,2020-01-19,54.85714285714285,Dallas
Texas,2020,3,3100,2020-01-19,65.42857142857143,Houston
Washington,2020,3,853,2020-01-19,39.357142857142854,Seattle
Arizona,2020,4,776,2020-01-26,60.214285714285715,Phoenix
California,2020,4,3084,2020-01-26,61.214285714285715,Los Angeles
California,2020,4,3084,2020-01-26,54.0,San Francisco
Colorado,2020,4,2869,2020-01-26,49.42857142857143,Denver
Georgia,2020,4,5206,2020-01-26,39.57142857142857,Atlanta
Illinois,2020,4,4880,2020-01-26,29.142857142857146,Chicago
New York,2020,4,3755,2020-01-26,35.0,New York
Pennsylvania,2020,4,2084,2020-01-26,35.357142857142854,Philadelphia
Texas,2020,4,3429,2020-01-26,48.0,Dallas
Texas,2020,4,3429,2020-01-26,53.42857142857143,Houston
Washington,2020,4,966,2020-01-26,49.42857142857143,Seattle
Arizona,2020,5,709,2020-02-02,60.07142857142857,Phoenix
California,2020,5,3365,2020-02-02,65.92857142857143,Los Angeles
California,2020,5,3365,2020-02-02,54.92857142857143,San Francisco
Colorado,2020,5,3136,2020-02-02,47.14285714285714,Denver
Georgia,2020,5,6700,2020-02-02,47.28571428571429,Atlanta
Illinois,2020,5,6380,2020-02-02,34.642857142857146,Chicago
New York,2020,5,4361,2020-02-02,37.214285714285715,New York
Pennsylvania,2020,5,2615,2020-02-02,37.714285714285715,Philadelphia
Texas,2020,5,3799,2020-02-02,49.5,Dallas
Texas,2020,5,3799,2020-02-02,54.92857142857143,Houston
Washington,2020,5,1044,2020-02-02,47.14285714285714,Seattle
Arizona,2020,6,749,2020-02-09,52.42857142857143,Phoenix
California,2020,6,3398,2020-02-09,56.57142857142857,Los Angeles
California,2020,6,3398,2020-02-09,51.64285714285714,San Francisco
Colorado,2020,6,2903,2020-02-09,43.28571428571429,Denver
Georgia,2020,6,6744,2020-02-09,53.14285714285714,Atlanta
Illinois,2020,6,6880,2020-02-09,32.42857142857143,Chicago
New York,2020,6,4535,2020-02-09,42.07142857142857,New York
